YEAR,STATE,COUNTY_NAME,RATE_PER_100,,,,,
2023,MI,Gladwin County,17.1,,,,,
2023,MI,Presque Isle County,16.6,,,,,
2023,MI,Sanilac County,15.6,,,,,
2023,MI,Osceola County,13.5,,,,,
2023,MI,Menominee County,11.2,,,,,
2023,MI,Allegan County,11,,,,,
2023,MI,Cass County,9.3,,,,,
2023,MI,Lake County,8.3,,,,,
2023,MI,Missaukee County,8.3,,,,,
2023,MI,Leelanau County,6.7,,,,,
2023,MI,Keweenaw County,Data unavailable,,,,,
2023,MN,Wadena County,79.1,,,,,
2023,MN,Olmsted County,66.5,,,,,
2023,MN,Martin County,51.9,,,,,
2023,MN,Clearwater County,47.4,,,,,
2023,MN,Blue Earth County,45.1,,,,,
2023,MN,St. Louis County,44.4,,,,,
2023,MN,Big Stone County,41.4,,,,,
2023,MN,Lincoln County,41.2,,,,,
2023,MN,Rock County,40.8,,,,,
2023,MN,Stevens County,36.4,,,,,
2023,MN,Hennepin County,34.8,,,,,
2023,MN,Lac qui Parle County,34.3,,,,,
2023,MN,Douglas County,33.9,,,,,
2023,MN,Pope County,32.8,,,,,
2023,MN,Crow Wing County,32.6,,,,,
2023,MN,Pennington County,32.5,,,,,
2023,MN,Stearns County,32.5,,,,,
2023,MN,Aitkin County,31.8,,,,,
2023,MN,Koochiching County,31.5,,,,,
2023,MN,Carlton County,30.8,,,,,
2023,MN,Roseau County,30.6,,,,,
2023,MN,Watonwan County,30.6,,,,,
2023,MN,Ramsey County,30.5,,,,,
2023,MN,Polk County,30,,,,,
2023,MN,Beltrami County,29.9,,,,,
2023,MN,Yellow Medicine County,29.7,,,,,
2023,MN,Grant County,29.4,,,,,
2023,MN,Lyon County,29.1,,,,,
2023,MN,Kanabec County,27.5,,,,,
2023,MN,Swift County,27.3,,,,,
2023,MN,Kandiyohi County,26.5,,,,,
2023,MN,Hubbard County,26.3,,,,,
2023,MN,Carver County,25.9,,,,,
2023,MN,Cottonwood County,23.6,,,,,
2023,MN,Becker County,23.5,,,,,
2023,MN,Brown County,22.9,,,,,
2023,MN,Washington County,22.7,,,,,
2023,MN,Faribault County,22.5,,,,,
2023,MN,Winona County,22.5,,,,,
2023,MN,Morrison County,22.2,,,,,
2023,MN,Itasca County,21.5,,,,,
2023,MN,McLeod County,20.8,,,,,
2023,MN,Kittson County,20.7,,,,,
2023,MN,Otter Tail County,20.6,,,,,
2023,MN,Steele County,20.6,,,,,
2023,MN,Mille Lacs County,20.3,,,,,
2023,MN,Freeborn County,20,,,,,
2023,MN,Dakota County,18.5,,,,,
2023,MN,Rice County,18.1,,,,,
2023,MN,Wilkin County,17.8,,,,,
2023,MN,Pine County,17.5,,,,,
2023,MN,Nobles County,17.1,,,,,
2023,MN,Murray County,17,,,,,
2023,MN,Renville County,17,,,,,
2023,MN,Anoka County,16.9,,,,,
2023,MN,Isanti County,16.7,,,,,
2023,MN,Chippewa County,14.8,,,,,
2023,MN,Jackson County,14.6,,,,,
2023,MN,Goodhue County,13.8,,,,,
2023,MN,Redwood County,13.7,,,,,
2023,MN,Mower County,13.6,,,,,
2023,MN,Pipestone County,13.6,,,,,
2023,MN,Wright County,13.5,,,,,
2023,MN,Chisago County,13.4,,,,,
2023,MN,Waseca County,13.1,,,,,
2023,MN,Nicollet County,12.7,,,,,
2023,MN,Fillmore County,12.4,,,,,
2023,MN,Sherburne County,11.5,,,,,
2023,MN,Sibley County,10.8,,,,,
2023,MN,Norman County,10.1,,,,,
2023,MN,Houston County,9.9,,,,,
2023,MN,Cass County,9.6,,,,,
2023,MN,Wabasha County,9.5,,,,,
2023,MN,Marshall County,9.4,,,,,
2023,MN,Scott County,8.6,,,,,
2023,MN,Clay County,8.5,,,,,
2023,MN,Meeker County,7.2,,,,,
2023,MN,Red Lake County,7.1,,,,,
2023,MN,Cook County,6.7,,,,,
2023,MN,Lake County,6.6,,,,,
2023,MN,Mahnomen County,5.8,,,,,
2023,MN,Todd County,4.9,,,,,
2023,MN,Traverse County,4.7,,,,,
2023,MN,Lake of the Woods County,4.1,,,,,
2023,MN,Le Sueur County,2.8,,,,,
2023,MN,Dodge County,2.2,,,,,
2023,MN,Benton County,0.1,,,,,
2023,MO,Cape Girardeau County,127.5,,,,,
2023,MO,Carroll County,93,,,,,
2023,MO,Adair County,89.1,,,,,
2023,MO,Howell County,85.1,,,,,
2023,MO,Dunklin County,79.3,,,,,
2023,MO,Marion County,78.1,,,,,
2023,MO,Henry County,76.3,,,,,
2023,MO,St. Francois County,76.2,,,,,
2023,MO,Wright County,72.7,,,,,
2023,MO,Jasper County,72,,,,,
2023,MO,St. Louis city,70.6,,,,,
2023,MO,Howard County,70.1,,,,,
2023,MO,Phelps County,69.2,,,,,
2023,MO,Scott County,69.1,,,,,
2023,MO,Greene County,67.2,,,,,
2023,MO,Boone County,65.2,,,,,
2023,MO,Polk County,63.3,,,,,
2023,MO,Taney County,63.3,,,,,
2023,MO,Butler County,62.9,,,,,
2023,MO,Cole County,61.4,,,,,
2023,MO,Dent County,61.2,,,,,
2023,MO,Barry County,59.6,,,,,
2023,MO,St. Louis County,58.6,,,,,
2023,MO,Dade County,58.2,,,,,
2023,MO,Scotland County,58.1,,,,,
2023,MO,Cedar County,55.5,,,,,
2023,MO,Atchison County,49.1,,,,,
2023,MO,Franklin County,48.4,,,,,
2023,MO,Jackson County,48.3,,,,,
2023,MO,Mississippi County,47.8,,,,,
2023,MO,Buchanan County,46.4,,,,,
2023,MO,Sullivan County,45.8,,,,,
2023,MO,Camden County,45.7,,,,,
2023,MO,Bates County,42.8,,,,,
2023,MO,Clay County,42.7,,,,,
2023,MO,Vernon County,42.5,,,,,
2023,MO,Lewis County,41,,,,,
2023,MO,Clark County,40.1,,,,,
2023,MO,Montgomery County,39,,,,,
2023,MO,Clinton County,38.9,,,,,
2023,MO,St. Clair County,37,,,,,
2023,MO,Cass County,36.6,,,,,
2023,MO,Stoddard County,36.4,,,,,
2023,MO,Pemiscot County,34.2,,,,,
2023,MO,Randolph County,33.8,,,,,
2023,MO,Macon County,33.6,,,,,
2023,MO,Pettis County,33.3,,,,,
2023,MO,Nodaway County,32.1,,,,,
2023,MO,Livingston County,32,,,,,
2023,MO,Ripley County,31.9,,,,,
2023,MO,Iron County,31.6,,,,,
2023,MO,Madison County,31.3,,,,,
2023,MO,Pulaski County,31.3,,,,,
2023,MO,Harrison County,31.1,,,,,
2023,MO,Johnson County,31,,,,,
2023,MO,Jefferson County,30.9,,,,,
2023,MO,St. Charles County,30.7,,,,,
2023,MO,Caldwell County,30.6,,,,,
2023,MO,Lafayette County,29.8,,,,,
2023,MO,Saline County,29.4,,,,,
2023,MO,Laclede County,29.2,,,,,
2023,MO,Audrain County,29.1,,,,,
2023,MO,Platte County,26.9,,,,,
2023,MO,Miller County,26.1,,,,,
2023,MO,Grundy County,26,,,,,
2023,MO,Ray County,25.9,,,,,
2023,MO,Dallas County,25.8,,,,,
2023,MO,Webster County,25.8,,,,,
2023,MO,Barton County,25.6,,,,,
2023,MO,Benton County,25.5,,,,,
2023,MO,Daviess County,23.2,,,,,
2023,MO,Texas County,23.1,,,,,
2023,MO,Lincoln County,22.3,,,,,
2023,MO,Gasconade County,21.4,,,,,
2023,MO,Lawrence County,21.3,,,,,
2023,MO,Hickory County,18.9,,,,,
2023,MO,Pike County,18.7,,,,,
2023,MO,Christian County,18.5,,,,,
2023,MO,Newton County,18.4,,,,,
2023,MO,Mercer County,17.5,,,,,
2023,MO,Schuyler County,16.5,,,,,
2023,MO,Gentry County,16.4,,,,,
2023,MO,Oregon County,14.7,,,,,
2023,MO,Osage County,14.3,,,,,
2023,MO,Bollinger County,14.1,,,,,
2023,MO,Stone County,13.6,,,,,
2023,MO,Cooper County,12.8,,,,,
2023,MO,Putnam County,12.8,,,,,
2023,MO,Callaway County,12.7,,,,,
2023,MO,Perry County,12.3,,,,,
2023,MO,Washington County,11.8,,,,,
2023,MO,Linn County,11.1,,,,,
2023,MO,Knox County,11,,,,,
2023,MO,Ste. Genevieve County,10.2,,,,,
2023,MO,Warren County,9.9,,,,,
2023,MO,New Madrid County,9.3,,,,,
2023,MO,Moniteau County,8.7,,,,,
2023,MO,Wayne County,8.6,,,,,
2023,MO,McDonald County,7.8,,,,,
2023,MO,Carter County,6.7,,,,,
2023,MO,Ozark County,6.2,,,,,
2023,MO,Monroe County,6,,,,,
2023,MO,Morgan County,6,,,,,
2023,MO,Shannon County,6,,,,,
2023,MO,Shelby County,4.8,,,,,
2023,MO,Maries County,3.6,,,,,
2023,MO,DeKalb County,3.4,,,,,
2023,MO,Andrew County,3.2,,,,,
2023,MO,Holt County,3.1,,,,,
2023,MO,Chariton County,2.3,,,,,
2023,MO,Douglas County,2.3,,,,,
2023,MO,Crawford County,2.2,,,,,
2023,MO,Ralls County,1.7,,,,,
2023,MO,Reynolds County,0.5,,,,,
2023,MO,Worth County,Data unavailable,,,,,
2023,MS,Forrest County,188.5,,,,,
2023,MS,Jones County,173.9,,,,,
2023,MS,Lauderdale County,152.1,,,,,
2023,MS,Alcorn County,127.8,,,,,
2023,MS,Hinds County,122.7,,,,,
2023,MS,Lee County,117.4,,,,,
2023,MS,Webster County,99.1,,,,,
2023,MS,Union County,87.8,,,,,
2023,MS,Leflore County,84.5,,,,,
2023,MS,Oktibbeha County,80.8,,,,,
2023,MS,Warren County,77.2,,,,,
2023,MS,Harrison County,67.8,,,,,
2023,MS,Wilkinson County,66.8,,,,,
2023,MS,Tishomingo County,66.6,,,,,
2023,MS,Tate County,65,,,,,
2023,MS,Washington County,63.9,,,,,
2023,MS,Grenada County,63.3,,,,,
2023,MS,George County,61.5,,,,,
2023,MS,Lowndes County,59.6,,,,,
2023,MS,Lafayette County,59.4,,,,,
2023,MS,Lincoln County,58.8,,,,,
2023,MS,Jackson County,58.2,,,,,
2023,MS,Rankin County,56,,,,,
2023,MS,Copiah County,55.8,,,,,
2023,MS,DeSoto County,52.9,,,,,
2023,MS,Marion County,49.8,,,,,
2023,MS,Leake County,47.2,,,,,
2023,MS,Adams County,46.6,,,,,
2023,MS,Pike County,46.5,,,,,
2023,MS,Prentiss County,46.3,,,,,
2023,MS,Madison County,41.9,,,,,
2023,MS,Monroe County,39.9,,,,,
2023,MS,Winston County,39.6,,,,,
2023,MS,Covington County,36.2,,,,,
2023,MS,Yalobusha County,35.9,,,,,
2023,MS,Hancock County,35.2,,,,,
2023,MS,Simpson County,34.9,,,,,
2023,MS,Attala County,34.3,,,,,
2023,MS,Chickasaw County,33.2,,,,,
2023,MS,Neshoba County,32.9,,,,,
2023,MS,Bolivar County,32.3,,,,,
2023,MS,Choctaw County,31.4,,,,,
2023,MS,Wayne County,31.2,,,,,
2023,MS,Coahoma County,30.3,,,,,
2023,MS,Perry County,29.9,,,,,
2023,MS,Stone County,28.5,,,,,
2023,MS,Walthall County,27.4,,,,,
2023,MS,Panola County,25.8,,,,,
2023,MS,Scott County,25.1,,,,,
2023,MS,Sunflower County,23.8,,,,,
2023,MS,Holmes County,23.4,,,,,
2023,MS,Tippah County,23.3,,,,,
2023,MS,Lawrence County,23.1,,,,,
2023,MS,Itawamba County,23,,,,,
2023,MS,Calhoun County,22.9,,,,,
2023,MS,Marshall County,22.4,,,,,
2023,MS,Montgomery County,20.9,,,,,
2023,MS,Claiborne County,20.7,,,,,
2023,MS,Jefferson Davis County,19.9,,,,,
2023,MS,Pearl River County,19.8,,,,,
2023,MS,Pontotoc County,19.8,,,,,
2023,MS,Noxubee County,18,,,,,
2023,MS,Clarke County,17.4,,,,,
2023,MS,Amite County,16.9,,,,,
2023,MS,Clay County,16,,,,,
2023,MS,Jefferson County,14.5,,,,,
2023,MS,Humphreys County,13.4,,,,,
2023,MS,Quitman County,13.3,,,,,
2023,MS,Greene County,12.8,,,,,
2023,MS,Newton County,12.3,,,,,
2023,MS,Lamar County,12.2,,,,,
2023,MS,Tallahatchie County,11.1,,,,,
2023,MS,Yazoo County,10.8,,,,,
2023,MS,Smith County,9.4,,,,,
2023,MS,Benton County,7.9,,,,,
2023,MS,Sharkey County,7.9,,,,,
2023,MS,Franklin County,6.8,,,,,
2023,MS,Kemper County,6.6,,,,,
2023,MS,Carroll County,5,,,,,
2023,MS,Jasper County,2.8,,,,,
2023,MS,Tunica County,2.6,,,,,
2023,MS,Issaquena County,Data unavailable,,,,,
2023,MT,Deer Lodge County,83.8,,,,,
2023,MT,Toole County,72.8,,,,,
2023,MT,Custer County,62.1,,,,,
2023,MT,Yellowstone County,58.8,,,,,
2023,MT,Flathead County,56.1,,,,,
2023,MT,Lincoln County,52.3,,,,,
2023,MT,Cascade County,50.5,,,,,
2023,MT,Missoula County,50.5,,,,,
2023,MT,Pondera County,47.7,,,,,
2023,MT,Lewis and Clark County,39,,,,,
2023,MT,Fergus County,37.8,,,,,
2023,MT,Granite County,37.5,,,,,
2023,MT,Mineral County,37.4,,,,,
2023,MT,Glacier County,35.8,,,,,
2023,MT,Hill County,35.3,,,,,
2023,MT,Lake County,35.2,,,,,
2023,MT,Sanders County,33.4,,,,,
2023,MT,Silver Bow County,31.5,,,,,
2023,MT,Dawson County,30.3,,,,,
2023,MT,Stillwater County,30,,,,,
2023,MT,Beaverhead County,29.4,,,,,
2023,MT,Daniels County,27.4,,,,,
2023,MT,Powell County,26.5,,,,,
2023,MT,Ravalli County,26.4,,,,,
2023,MT,McCone County,26,,,,,
2023,MT,Gallatin County,25.7,,,,,
2023,MT,Phillips County,25.4,,,,,
2023,MT,Valley County,25.3,,,,,
2023,MT,Prairie County,24.3,,,,,
2023,MT,Meagher County,23.4,,,,,
2023,MT,Park County,20.8,,,,,
2023,MT,Roosevelt County,20.2,,,,,
2023,MT,Jefferson County,17.1,,,,,
2023,MT,Richland County,16.7,,,,,
2023,MT,Madison County,16.3,,,,,
2023,MT,Musselshell County,15.3,,,,,
2023,MT,Chouteau County,13.9,,,,,
2023,MT,Teton County,13.8,,,,,
2023,MT,Fallon County,13.4,,,,,
2023,MT,Rosebud County,13.1,,,,,
2023,MT,Carter County,12.6,,,,,
2023,MT,Big Horn County,12.3,,,,,
2023,MT,Garfield County,12.3,,,,,
2023,MT,Blaine County,10.2,,,,,
2023,MT,Carbon County,8.4,,,,,
2023,MT,Powder River County,6,,,,,
2023,MT,Liberty County,5.7,,,,,
2023,MT,Broadwater County,4.6,,,,,
2023,MT,Wheatland County,4.6,,,,,
2023,MT,Sweet Grass County,3.3,,,,,
2023,MT,Sheridan County,0.9,,,,,
2023,MT,Judith Basin County,0.1,,,,,
2023,MT,Wibaux County,0.1,,,,,
2023,MT,Golden Valley County,Data unavailable,,,,,
2023,MT,Petroleum County,Data unavailable,,,,,
2023,MT,Treasure County,Data unavailable,,,,,
2023,NC,Swain County,125,,,,,
2023,NC,Moore County,109.5,,,,,
2023,NC,Surry County,103.1,,,,,
2023,NC,Pitt County,97.8,,,,,
2023,NC,Forsyth County,86.6,,,,,
2023,NC,Cleveland County,85.7,,,,,
2023,NC,Catawba County,81.3,,,,,
2023,NC,Orange County,76.2,,,,,
2023,NC,Mitchell County,74.8,,,,,
2023,NC,Scotland County,74.2,,,,,
2023,NC,Columbus County,73.4,,,,,
2023,NC,New Hanover County,73,,,,,
2023,NC,Burke County,72.4,,,,,
2023,NC,Nash County,72.4,,,,,
2023,NC,Buncombe County,69.1,,,,,
2023,NC,Craven County,67.9,,,,,
2023,NC,Richmond County,67.8,,,,,
2023,NC,Bertie County,65.6,,,,,
2023,NC,Iredell County,58.8,,,,,
2023,NC,Robeson County,55.6,,,,,
2023,NC,Watauga County,55.6,,,,,
2023,NC,Carteret County,54.6,,,,,
2023,NC,Guilford County,54.4,,,,,
2023,NC,Clay County,53.8,,,,,
2023,NC,Cumberland County,53.2,,,,,
2023,NC,Lee County,52.7,,,,,
2023,NC,Gaston County,51.8,,,,,
2023,NC,Rutherford County,51,,,,,
2023,NC,Cherokee County,50.7,,,,,
2023,NC,Dare County,50.6,,,,,
2023,NC,Hertford County,50.6,,,,,
2023,NC,Durham County,49.8,,,,,
2023,NC,Haywood County,46.7,,,,,
2023,NC,Lenoir County,46.3,,,,,
2023,NC,Rowan County,45.8,,,,,
2023,NC,Onslow County,45.6,,,,,
2023,NC,Pasquotank County,45.4,,,,,
2023,NC,Ashe County,44.1,,,,,
2023,NC,Mecklenburg County,44,,,,,
2023,NC,Harnett County,43.2,,,,,
2023,NC,McDowell County,41.4,,,,,
2023,NC,Cabarrus County,40.9,10%,,,,
2023,NC,Beaufort County,40.8,,,,,
2023,NC,Wilkes County,40.7,,,,,
2023,NC,Rockingham County,40.2,,,,,
2023,NC,Halifax County,39.4,,,,,
2023,NC,Caldwell County,38.1,,,,,
2023,NC,Wilson County,36.9,,,,,
2023,NC,Brunswick County,36.8,,,,,
2023,NC,Chowan County,35.7,,,,,
2023,NC,Jackson County,35.7,,,,,
2023,NC,Wake County,34.8,,,,,
2023,NC,Henderson County,34.3,,,,,
2023,NC,Davie County,33.2,,,,,
2023,NC,Alleghany County,32.5,,,,,
2023,NC,Granville County,31.7,,,,,
2023,NC,Transylvania County,31.6,,,,,
2023,NC,Wayne County,30.7,,,,,
2023,NC,Vance County,30.3,,,,,
2023,NC,Yancey County,30.3,,,,,
2023,NC,Avery County,30,,,,,
2023,NC,Washington County,28.8,,,,,
2023,NC,Polk County,28.6,,,,,
2023,NC,Stanly County,28.5,,,,,
2023,NC,Macon County,27.9,,,,,
2023,NC,Alamance County,25.9,,,,,
2023,NC,Johnston County,25.9,,,,,
2023,NC,Sampson County,25.4,,,,,
2023,NC,Yadkin County,25.2,,,,,
2023,NC,Stokes County,24.6,,,,,
2023,NC,Randolph County,22.6,,,,,
2023,NC,Montgomery County,22.4,,,,,
2023,NC,Lincoln County,22.3,,,,,
2023,NC,Duplin County,21,,,,,
2023,NC,Union County,20.8,,,,,
2023,NC,Edgecombe County,20.5,,,,,
2023,NC,Graham County,20,,,,,
2023,NC,Bladen County,19.6,,,,,
2023,NC,Davidson County,19.5,,,,,
2023,NC,Greene County,19.3,,,,,
2023,NC,Perquimans County,19.3,,,,,
2023,NC,Hoke County,19,,,,,
2023,NC,Pender County,17.1,,,,,
2023,NC,Chatham County,15.6,,,,,
2023,NC,Martin County,14.8,,,,,
2023,NC,Person County,13.9,,,,,
2023,NC,Currituck County,11.5,,,,,
2023,NC,Northampton County,11,,,,,
2023,NC,Madison County,9.6,,,,,
2023,NC,Jones County,9.3,,,,,
2023,NC,Franklin County,8.5,,,,,
2023,NC,Alexander County,8.1,,,,,
2023,NC,Anson County,7.8,,,,,
2023,NC,Hyde County,5.8,,,,,
2023,NC,Caswell County,5.7,,,,,
2023,NC,Tyrrell County,3.9,,,,,
2023,NC,Pamlico County,3.7,,,,,
2023,NC,Warren County,2,,,,,
2023,NC,Camden County,1,,,,,
2023,NC,Gates County,0.9,,,,,
2023,ND,Adams County,98.6,,,,,
2023,ND,Burleigh County,56.1,,,,,
2023,ND,Wells County,55.7,,,,,
2023,ND,Grand Forks County,55.3,,,,,
2023,ND,Ramsey County,52.5,,,,,
2023,ND,Foster County,51.1,,,,,
2023,ND,Cavalier County,47.5,,,,,
2023,ND,Pierce County,41.1,,,,,
2023,ND,Ward County,37,,,,,
2023,ND,Stark County,35.9,,,,,
2023,ND,Barnes County,33.5,,,,,
2023,ND,Cass County,30.5,,,,,
2023,ND,Stutsman County,30.2,,,,,
2023,ND,Williams County,29.7,,,,,
2023,ND,Mercer County,26.4,,,,,
2023,ND,McIntosh County,25.9,,,,,
2023,ND,Towner County,25.2,,,,,
2023,ND,Dickey County,24.2,,,,,
2023,ND,Emmons County,24,,,,,
2023,ND,McLean County,22.2,,,,,
2023,ND,Kidder County,22,,,,,
2023,ND,Pembina County,20.3,,,,,
2023,ND,Ransom County,19.9,,,,,
2023,ND,Richland County,16.2,,,,,
2023,ND,Traill County,15.2,,,,,
2023,ND,McHenry County,14.3,,,,,
2023,ND,Walsh County,13.4,,,,,
2023,ND,Nelson County,11.7,,,,,
2023,ND,Bottineau County,10.8,,,,,
2023,ND,Burke County,9.6,,,,,
2023,ND,McKenzie County,9.1,,,,,
2023,ND,LaMoure County,8.3,,,,,
2023,ND,Griggs County,7.3,,,,,
2023,ND,Morton County,7.3,,,,,
2023,ND,Rolette County,4.9,,,,,
2023,ND,Grant County,4.7,,,,,
2023,ND,Mountrail County,4.3,,,,,
2023,ND,Hettinger County,3.6,,,,,
2023,ND,Bowman County,3.3,,,,,
2023,ND,Benson County,2.9,,,,,
2023,ND,Golden Valley County,2.6,,,,,
2023,ND,Sargent County,2.2,,,,,
2023,ND,Sheridan County,2.1,,,,,
2023,ND,Dunn County,1.8,,,,,
2023,ND,Renville County,0.8,,,,,
2023,ND,Sioux County,0.6,,,,,
2023,ND,Divide County,0.5,,,,,
2023,ND,Eddy County,0.2,,,,,
2023,ND,Billings County,Data unavailable,,,,,
2023,ND,Logan County,Data unavailable,,,,,
2023,ND,Oliver County,Data unavailable,,,,,
2023,ND,Slope County,Data unavailable,,,,,
2023,ND,Steele County,Data unavailable,,,,,
2023,NE,Madison County,89.8,,,,,
2023,NE,Garfield County,87.2,,,,,
2023,NE,Harlan County,79.8,,,,,
2023,NE,Lincoln County,75.4,,,,,
2023,NE,Buffalo County,71.2,,,,,
2023,NE,Nemaha County,70.6,,,,,
2023,NE,Garden County,69.4,,,,,
2023,NE,York County,68.2,,,,,
2023,NE,Scotts Bluff County,64.6,,,,,
2023,NE,Perkins County,62.8,,,,,
2023,NE,Valley County,61.9,,,,,
2023,NE,Douglas County,57.6,,,,,
2023,NE,Hall County,55.8,,,,,
2023,NE,Box Butte County,55.1,,,,,
2023,NE,Kimball County,53.7,,,,,
2023,NE,Johnson County,53.1,,,,,
2023,NE,Boyd County,49.7,,,,,
2023,NE,Boone County,48.3,,,,,
2023,NE,Holt County,45.1,,,,,
2023,NE,Lancaster County,44.9,,,,,
2023,NE,Thurston County,43.3,,,,,
2023,NE,Fillmore County,42.9,,,,,
2023,NE,Red Willow County,39.3,,,,,
2023,NE,Adams County,38.1,,,,,
2023,NE,Keith County,36.5,,,,,
2023,NE,Cheyenne County,36,,,,,
2023,NE,Custer County,35.7,,,,,
2023,NE,Wayne County,34,,,,,
2023,NE,Hamilton County,33.3,,,,,
2023,NE,Dawes County,32.3,,,,,
2023,NE,Franklin County,31.6,,,,,
2023,NE,Platte County,29.1,,,,,
2023,NE,Gage County,28.8,,,,,
2023,NE,Brown County,27.1,,,,,
2023,NE,Butler County,27,,,,,
2023,NE,Antelope County,26.7,,,,,
2023,NE,Knox County,26.5,,,,,
2023,NE,Merrick County,25.4,,,,,
2023,NE,Phelps County,24.5,,,,,
2023,NE,Otoe County,24.1,,,,,
2023,NE,Pawnee County,23.6,,,,,
2023,NE,Cherry County,23.2,,,,,
2023,NE,Dakota County,22.8,,,,,
2023,NE,Dodge County,22.8,,,,,
2023,NE,Howard County,22.3,,,,,
2023,NE,Furnas County,22.1,,,,,
2023,NE,Saline County,22.1,,,,,
2023,NE,Pierce County,21.8,,,,,
2023,NE,Chase County,21.6,,,,,
2023,NE,Kearney County,20.9,,,,,
2023,NE,Sarpy County,20.6,,,,,
2023,NE,Dawson County,20,,,,,
2023,NE,Seward County,19.1,,,,,
2023,NE,Cuming County,17.1,,,,,
2023,NE,Richardson County,15.8,,,,,
2023,NE,Washington County,15.2,,,,,
2023,NE,Cedar County,14.4,,,,,
2023,NE,Dundy County,14.3,,,,,
2023,NE,Burt County,13.8,,,,,
2023,NE,Rock County,13.3,,,,,
2023,NE,Saunders County,12.1,,,,,
2023,NE,Jefferson County,12,,,,,
2023,NE,Morrill County,11.8,,,,,
2023,NE,Webster County,11.4,,,,,
2023,NE,Hitchcock County,10.4,,,,,
2023,NE,Sheridan County,10.3,,,,,
2023,NE,Colfax County,7.8,,,,,
2023,NE,Cass County,7.6,,,,,
2023,NE,Hooker County,7.3,,,,,
2023,NE,Frontier County,7,,,,,
2023,NE,Polk County,6.8,,,,,
2023,NE,Thayer County,6.8,,,,,
2023,NE,Nance County,6.5,,,,,
2023,NE,Nuckolls County,5.6,,,,,
2023,NE,Dixon County,5.5,,,,,
2023,NE,Grant County,5.1,,,,,
2023,NE,Clay County,2.8,,,,,
2023,NE,Sherman County,2.6,,,,,
2023,NE,Thomas County,2.6,,,,,
2023,NE,Stanton County,1.8,,,,,
2023,NE,Deuel County,1.3,,,,,
2023,NE,Gosper County,0.6,,,,,
2023,NE,Hayes County,0.3,,,,,
2023,NE,Arthur County,Data unavailable,,,,,
2023,NE,Banner County,Data unavailable,,,,,
2023,NE,Blaine County,Data unavailable,,,,,
2023,NE,Greeley County,Data unavailable,,,,,
2023,NE,Keya Paha County,Data unavailable,,,,,
2023,NE,Logan County,Data unavailable,,,,,
2023,NE,Loup County,Data unavailable,,,,,
2023,NE,McPherson County,Data unavailable,,,,,
2023,NE,Sioux County,Data unavailable,,,,,
2023,NE,Wheeler County,Data unavailable,,,,,
2023,NH,Grafton County,48.3,,,,,
2023,NH,Strafford County,40.8,,,,,
2023,NH,Merrimack County,40.5,,,,,
2023,NH,Carroll County,36.1,,,,,
2023,NH,Hillsborough County,29.2,,,,,
2023,NH,Coos County,29,,,,,
2023,NH,Rockingham County,25.1,,,,,
2023,NH,Cheshire County,23.8,,,,,
2023,NH,Belknap County,18,,,,,
2023,NH,Sullivan County,15.7,,,,,
2023,NJ,Camden County,52.6,,,,,
2023,NJ,Burlington County,42.3,,,,,
2023,NJ,Atlantic County,36.3,,,,,
2023,NJ,Cumberland County,32.8,,,,,
2023,NJ,Monmouth County,31.6,,,,,
2023,NJ,Morris County,30,,,,,
2023,NJ,Mercer County,28.8,,,,,
2023,NJ,Gloucester County,27.1,,,,,
2023,NJ,Essex County,26.6,,,,,
2023,NJ,Middlesex County,23,,,,,
2023,NJ,Warren County,22.8,,,,,
2023,NJ,Bergen County,22.7,,,,,
2023,NJ,Passaic County,22.4,,,,,
2023,NJ,Salem County,21.1,,,,,
2023,NJ,Union County,19.8,,,,,
2023,NJ,Sussex County,19.6,,,,,
2023,NJ,Somerset County,19.3,,,,,
2023,NJ,Ocean County,17.5,,,,,
2023,NJ,Hunterdon County,16.9,,,,,
2023,NJ,Cape May County,16.5,,,,,
2023,NJ,Hudson County,14.8,,,,,
2023,NM,Guadalupe County,49.2,,,,,
2023,NM,Eddy County,46.6,,,,,
2023,NM,Bernalillo County,46,,,,,
2023,NM,Quay County,45.4,,,,,
2023,NM,Chaves County,43.8,,,,,
2023,NM,Taos County,42.9,,,,,
2023,NM,Union County,38.1,,,,,
2023,NM,Grant County,35.4,,,,,
2023,NM,Santa Fe County,34.5,,,,,
2023,NM,San Juan County,34,,,,,
2023,NM,Roosevelt County,33.4,,,,,
2023,NM,Colfax County,32.5,,,,,
2023,NM,Lea County,31.2,,,,,
2023,NM,Luna County,29.9,,,,,
2023,NM,Otero County,29.4,,,,,
2023,NM,Harding County,28.9,,,,,
2023,NM,Socorro County,27.7,,,,,
2023,NM,Do̱a Ana County,27.6,,,,,
2023,NM,San Miguel County,27.3,,,,,
2023,NM,Rio Arriba County,26.1,,,,,
2023,NM,Los Alamos County,25.9,,,,,
2023,NM,Lincoln County,24.7,,,,,
2023,NM,Sandoval County,19.6,,,,,
2023,NM,Valencia County,17.7,,,,,
2023,NM,Curry County,17.4,,,,,
2023,NM,Hidalgo County,13.8,,,,,
2023,NM,Cibola County,11.7,,,,,
2023,NM,McKinley County,11,,,,,
2023,NM,Sierra County,10.7,,,,,
2023,NM,De Baca County,7.5,,,,,
2023,NM,Mora County,7.2,,,,,
2023,NM,Catron County,7,,,,,
2023,NM,Torrance County,6.8,,,,,
2023,NV,Storey County,122.9,,,,,
2023,NV,Carson City,64.1,,,,,
