YEAR,STATE,COUNTY_NAME,RATE_PER_100,,,,,
2023,IA,Dallas County,7.9,,,,,
2023,IA,Keokuk County,7.3,,,,,
2023,IA,Louisa County,6.9,,,,,
2023,IA,Franklin County,3,,,,,
2023,IA,Worth County,3,,,,,
2023,IA,Howard County,2.7,,,,,
2023,ID,Oneida County,141,,,,,
2023,ID,Caribou County,101.9,,,,,
2023,ID,Nez Perce County,93.9,,,,,
2023,ID,Bonneville County,74.6,,,,,
2023,ID,Lemhi County,74.2,,,,,
2023,ID,Twin Falls County,70,,,,,
2023,ID,Butte County,67.1,,,,,
2023,ID,Bannock County,65.5,,,,,
2023,ID,Cassia County,61.5,,,,,
2023,ID,Kootenai County,57.2,,,,,
2023,ID,Bingham County,48.9,,,,,
2023,ID,Bear Lake County,48.6,,,,,
2023,ID,Ada County,47.6,,,,,
2023,ID,Boundary County,42.5,,,,,
2023,ID,Franklin County,39.4,,,,,
2023,ID,Washington County,38.7,,,,,
2023,ID,Payette County,38.4,,,,,
2023,ID,Bonner County,36.2,,,,,
2023,ID,Gooding County,31.6,,,,,
2023,ID,Canyon County,25.1,,,,,
2023,ID,Madison County,22.7,,,,,
2023,ID,Idaho County,21.7,,,,,
2023,ID,Power County,20.9,,,,,
2023,ID,Blaine County,20.2,,,,,
2023,ID,Jerome County,19.7,,,,,
2023,ID,Gem County,19.6,,,,,
2023,ID,Jefferson County,19.5,,,,,
2023,ID,Elmore County,18.9,,,,,
2023,ID,Valley County,18.9,,,,,
2023,ID,Shoshone County,18.5,,,,,
2023,ID,Latah County,17.4,,,,,
2023,ID,Clearwater County,17.2,,,,,
2023,ID,Teton County,16.3,,,,,
2023,ID,Boise County,13.1,,,,,
2023,ID,Benewah County,12.2,,,,,
2023,ID,Custer County,10.3,,,,,
2023,ID,Fremont County,10.1,,,,,
2023,ID,Minidoka County,8.9,,,,,
2023,ID,Lincoln County,8.4,,,,,
2023,ID,Adams County,2.8,,,,,
2023,ID,Owyhee County,2.3,,,,,
2023,ID,Lewis County,1.3,,,,,
2023,ID,Camas County,Data unavailable,,,,,
2023,ID,Clark County,Data unavailable,,,,,
2023,IL,Hardin County,142.5,,,,,
2023,IL,Saline County,127.8,,,,,
2023,IL,Jackson County,105.1,,,,,
2023,IL,Jefferson County,92.9,,,,,
2023,IL,Peoria County,84.2,,,,,
2023,IL,Adams County,81.3,,,,,
2023,IL,Brown County,77.8,,,,,
2023,IL,Effingham County,76.8,,,,,
2023,IL,Williamson County,76.4,,,,,
2023,IL,Sangamon County,75.9,,,,,
2023,IL,Wabash County,72.1,,,,,
2023,IL,Massac County,71.8,,,,,
2023,IL,Union County,63.6,,,,,
2023,IL,Macon County,63.3,,,,,
2023,IL,Coles County,59.4,,,,,
2023,IL,Winnebago County,57.2,,,,,
2023,IL,Montgomery County,50.8,,,,,
2023,IL,Jersey County,50.5,,,,,
2023,IL,St. Clair County,49.6,,,,,
2023,IL,Bureau County,48.9,,,,,
2023,IL,Knox County,48.8,,,,,
2023,IL,Grundy County,48.4,,,,,
2023,IL,Kankakee County,47.2,,,,,
2023,IL,Lawrence County,46.2,,,,,
2023,IL,Stephenson County,46,,,,,
2023,IL,McDonough County,44.7,,,,,
2023,IL,Perry County,44.4,,,,,
2023,IL,Wayne County,43.8,,,,,
2023,IL,Livingston County,43.4,,,,,
2023,IL,Madison County,43.3,,,,,
2023,IL,McLean County,42.8,,,,,
2023,IL,Marion County,41.7,,,,,
2023,IL,Morgan County,41.3,,,,,
2023,IL,Fulton County,40.5,,,,,
2023,IL,Rock Island County,39.8,,,,,
2023,IL,Randolph County,39.6,,,,,
2023,IL,Richland County,39.2,,,,,
2023,IL,DuPage County,39,,,,,
2023,IL,Champaign County,38,,,,,
2023,IL,Edgar County,37.9,,,,,
2023,IL,Hancock County,37.3,,,,,
2023,IL,Gallatin County,36.9,,,,,
2023,IL,Vermilion County,35.7,,,,,
2023,IL,Warren County,33.8,,,,,
2023,IL,Whiteside County,33.2,,,,,
2023,IL,Schuyler County,31.9,,,,,
2023,IL,Lake County,31.3,,,,,
2023,IL,Cook County,30.9,,,,,
2023,IL,Iroquois County,30.7,,,,,
2023,IL,Clark County,30.5,,,,,
2023,IL,Edwards County,30,,,,,
2023,IL,Putnam County,29.9,,,,,
2023,IL,Pike County,29.4,,,,,
2023,IL,White County,29.2,,,,,
2023,IL,Logan County,28.8,,,,,
2023,IL,Monroe County,28.7,,,,,
2023,IL,Alexander County,28.4,,,,,
2023,IL,McHenry County,27.2,,,,,
2023,IL,Cumberland County,26.9,,,,,
2023,IL,Tazewell County,26.8,,,,,
2023,IL,Will County,26.7,,,,,
2023,IL,Lee County,26.1,,,,,
2023,IL,Woodford County,26.1,,,,,
2023,IL,Clay County,24.7,,,,,
2023,IL,Christian County,24.4,,,,,
2023,IL,DeKalb County,24.2,,,,,
2023,IL,Pope County,24.1,,,,,
2023,IL,Crawford County,23.5,,,,,
2023,IL,LaSalle County,23.4,,,,,
2023,IL,Jo Daviess County,23.3,,,,,
2023,IL,Piatt County,23.1,,,,,
2023,IL,Henry County,22.6,,,,,
2023,IL,Washington County,21.9,,,,,
2023,IL,Jasper County,21.8,,,,,
2023,IL,Bond County,21.5,,,,,
2023,IL,Franklin County,20.9,,,,,
2023,IL,Fayette County,20.6,,,,,
2023,IL,Kane County,20.4,,,,,
2023,IL,Ford County,19.5,,,,,
2023,IL,Greene County,19.2,,,,,
2023,IL,Boone County,18.8,,,,,
2023,IL,De Witt County,18.3,,,,,
2023,IL,Ogle County,17.6,,,,,
2023,IL,Macoupin County,16.2,,,,,
2023,IL,Shelby County,13.8,,,,,
2023,IL,Clinton County,13.4,,,,,
2023,IL,Douglas County,13.2,,,,,
2023,IL,Mason County,13.1,,,,,
2023,IL,Johnson County,13,,,,,
2023,IL,Hamilton County,12.8,,,,,
2023,IL,Carroll County,12.3,,,,,
2023,IL,Marshall County,10.8,,,,,
2023,IL,Cass County,10.6,,,,,
2023,IL,Kendall County,9.1,,,,,
2023,IL,Mercer County,8.8,,,,,
2023,IL,Moultrie County,5.7,,,,,
2023,IL,Henderson County,4.9,,,,,
2023,IL,Menard County,4.8,,,,,
2023,IL,Calhoun County,4.2,,,,,
2023,IL,Stark County,0.4,,,,,
2023,IL,Scott County,0.2,,,,,
2023,IL,Pulaski County,Data unavailable,,,,,
2023,IN,Vanderburgh County,127.1,"Evansville, IN",,,,
2023,IN,Floyd County,116.9,,,,,
2023,IN,Scott County,95.9,,,,,
2023,IN,Knox County,89.7,,,,,
2023,IN,Allen County,78.3,,,,,
2023,IN,Vigo County,77.7,,,,,
2023,IN,Clark County,73.6,,,,,
2023,IN,Warrick County,71.1,,,,,
2023,IN,Wayne County,68.8,,,,,
2023,IN,Ohio County,65.4,,,,,
2023,IN,Johnson County,64.3,,,,,
2023,IN,Delaware County,60.3,,,,,
2023,IN,Sullivan County,60,,,,,
2023,IN,Jasper County,59.7,,,,,
2023,IN,Marion County,58.6,,,,,
2023,IN,Dearborn County,57.4,,,,,
2023,IN,Dubois County,57.1,,,,,
2023,IN,Bartholomew County,55.9,,,,,
2023,IN,Tippecanoe County,55.8,,,,,
2023,IN,Monroe County,55,,,,,
2023,IN,Howard County,53.6,,,,,
2023,IN,Lake County,52.1,,,,,
2023,IN,LaPorte County,51.2,,,,,
2023,IN,Jackson County,50.3,,,,,
2023,IN,Henry County,48.9,,,,,
2023,IN,St. Joseph County,48.8,,,,,
2023,IN,Randolph County,47.7,,,,,
2023,IN,Madison County,47.3,,,,,
2023,IN,Jefferson County,47.1,,,,,
2023,IN,Porter County,44.6,,,,,
2023,IN,Starke County,43.1,,,,,
2023,IN,Harrison County,40.4,,,,,
2023,IN,Pike County,37.3,,,,,
2023,IN,Hamilton County,36.9,,,,,
2023,IN,Hendricks County,35.5,,,,,
2023,IN,Elkhart County,35.3,,,,,
2023,IN,Union County,34.5,,,,,
2023,IN,Martin County,33.9,,,,,
2023,IN,Pulaski County,33.4,,,,,
2023,IN,Gibson County,31.9,,,,,
2023,IN,Posey County,30.1,,,,,
2023,IN,Grant County,29.5,,,,,
2023,IN,Greene County,29,,,,,
2023,IN,Decatur County,28.6,,,,,
2023,IN,Ripley County,28.5,,,,,
2023,IN,Boone County,28.4,,,,,
2023,IN,Blackford County,27.5,,,,,
2023,IN,Hancock County,27.2,,,,,
2023,IN,Fulton County,27.1,,,,,
2023,IN,Shelby County,26.5,,,,,
2023,IN,Owen County,26.2,,,,,
2023,IN,Morgan County,26,,,,,
2023,IN,Putnam County,25.7,,,,,
2023,IN,Daviess County,25,,,,,
2023,IN,Perry County,24.1,,,,,
2023,IN,Miami County,23.8,,,,,
2023,IN,Lawrence County,23.5,,,,,
2023,IN,Orange County,22.8,,,,,
2023,IN,Adams County,22.5,,,,,
2023,IN,Parke County,22.1,,,,,
2023,IN,Washington County,22,,,,,
2023,IN,Franklin County,21.8,,,,,
2023,IN,Wabash County,20.1,,,,,
2023,IN,White County,19.9,,,,,
2023,IN,Wells County,19.4,,,,,
2023,IN,Whitley County,19.3,,,,,
2023,IN,Tipton County,19,,,,,
2023,IN,Fayette County,18.7,,,,,
2023,IN,Vermillion County,18.7,,,,,
2023,IN,Clay County,18,,,,,
2023,IN,Marshall County,17.4,,,,,
2023,IN,Spencer County,17.4,,,,,
2023,IN,DeKalb County,16.8,,,,,
2023,IN,Jennings County,16.5,,,,,
2023,IN,Rush County,16.2,,,,,
2023,IN,Steuben County,15.8,,,,,
2023,IN,Jay County,15.5,,,,,
2023,IN,Cass County,15.4,,,,,
2023,IN,Fountain County,15.1,,,,,
2023,IN,Montgomery County,15.1,,,,,
2023,IN,Kosciusko County,14.9,,,,,
2023,IN,Noble County,14.7,,,,,
2023,IN,Huntington County,13.5,,,,,
2023,IN,LaGrange County,11.3,,,,,
2023,IN,Brown County,10,,,,,
2023,IN,Clinton County,9.6,,,,,
2023,IN,Crawford County,7.2,,,,,
2023,IN,Benton County,7.1,,,,,
2023,IN,Warren County,6.6,,,,,
2023,IN,Switzerland County,6.1,,,,,
2023,IN,Carroll County,3.7,,,,,
2023,IN,Newton County,1,,,,,
2023,KS,Cheyenne County,113.2,,,,,
2023,KS,Greeley County,105.3,,,,,
2023,KS,Neosho County,101.6,,,,,
2023,KS,Phillips County,100,,,,,
2023,KS,Clark County,99.2,,,,,
2023,KS,Stanton County,93.9,,,,,
2023,KS,Wilson County,93.1,,,,,
2023,KS,Pratt County,86.9,,,,,
2023,KS,Russell County,82.8,,,,,
2023,KS,Sedgwick County,81.2,,,,,
2023,KS,Kiowa County,79.6,,,,,
2023,KS,Morton County,78.2,,,,,
2023,KS,Wyandotte County,76.2,,,,,
2023,KS,Allen County,73.1,,,,,
2023,KS,Saline County,72.5,,,,,
2023,KS,Kearny County,71,,,,,
2023,KS,Logan County,69.5,,,,,
2023,KS,Scott County,68.7,,,,,
2023,KS,Norton County,68.5,,,,,
2023,KS,Smith County,68.1,,,,,
2023,KS,Harvey County,67.8,,,,,
2023,KS,Mitchell County,67,,,,,
2023,KS,Meade County,66.3,,,,,
2023,KS,Ness County,65.5,,,,,
2023,KS,Clay County,64.8,,,,,
2023,KS,Reno County,63.2,,,,,
2023,KS,Graham County,62.6,,,,,
2023,KS,Labette County,62,,,,,
2023,KS,Barton County,59.7,,,,,
2023,KS,Trego County,56.3,,,,,
2023,KS,Atchison County,55.3,,,,,
2023,KS,Cowley County,55.2,,,,,
2023,KS,Ellsworth County,54.8,,,,,
2023,KS,Butler County,54.6,,,,,
2023,KS,Osborne County,51.9,,,,,
2023,KS,Johnson County,50.5,,,,,
2023,KS,Shawnee County,48.6,,,,,
2023,KS,Chautauqua County,48,,,,,
2023,KS,Crawford County,47.1,,,,,
2023,KS,Ford County,46,,,,,
2023,KS,Thomas County,44.6,,,,,
2023,KS,Ellis County,44.3,,,,,
2023,KS,Riley County,44.3,,,,,
2023,KS,Lane County,43.2,,,,,
2023,KS,Lyon County,41.1,,,,,
2023,KS,Gove County,40.7,,,,,
2023,KS,Marshall County,39.1,,,,,
2023,KS,Douglas County,38.5,,,,,
2023,KS,Harper County,38.3,,,,,
2023,KS,Rush County,37.7,,,,,
2023,KS,Washington County,37.7,,,,,
2023,KS,Montgomery County,37.2,,,,,
2023,KS,Sherman County,36.1,,,,,
2023,KS,Rawlins County,35.5,,,,,
2023,KS,Geary County,34.4,,,,,
2023,KS,Bourbon County,34.2,,,,,
2023,KS,Greenwood County,31.9,,,,,
2023,KS,Brown County,31.6,,,,,
2023,KS,Franklin County,31.5,,,,,
2023,KS,Miami County,31.2,,,,,
2023,KS,Rooks County,31.1,,,,,
2023,KS,Seward County,31,,,,,
2023,KS,McPherson County,30.4,,,,,
2023,KS,Edwards County,28.3,,,,,
2023,KS,Sumner County,27.7,,,,,
2023,KS,Grant County,27.6,,,,,
2023,KS,Coffey County,26.3,,,,,
2023,KS,Finney County,25.5,,,,,
2023,KS,Jackson County,24.9,,,,,
2023,KS,Haskell County,24.8,,,,,
2023,KS,Decatur County,24.1,,,,,
2023,KS,Leavenworth County,23.9,,,,,
2023,KS,Lincoln County,23.4,,,,,
2023,KS,Dickinson County,22.6,,,,,
2023,KS,Gray County,22.6,,,,,
2023,KS,Cherokee County,21.9,,,,,
2023,KS,Stafford County,21.8,,,,,
2023,KS,Cloud County,21.1,,,,,
2023,KS,Kingman County,20,,,,,
2023,KS,Anderson County,19.6,,,,,
2023,KS,Pawnee County,19.4,,,,,
2023,KS,Nemaha County,17.8,,,,,
2023,KS,Barber County,16.5,,,,,
2023,KS,Jefferson County,13.7,,,,,
2023,KS,Ottawa County,12.1,,,,,
2023,KS,Linn County,12,,,,,
2023,KS,Marion County,12,,,,,
2023,KS,Elk County,11.8,,,,,
2023,KS,Comanche County,11.7,,,,,
2023,KS,Morris County,11.7,,,,,
2023,KS,Osage County,11.1,,,,,
2023,KS,Rice County,10.8,,,,,
2023,KS,Chase County,10.6,,,,,
2023,KS,Hodgeman County,10.6,,,,,
2023,KS,Pottawatomie County,10.5,,,,,
2023,KS,Stevens County,10.1,,,,,
2023,KS,Wabaunsee County,9.5,,,,,
2023,KS,Sheridan County,9.2,,,,,
2023,KS,Republic County,8.1,,,,,
2023,KS,Wichita County,6.3,,,,,
2023,KS,Hamilton County,4.8,,,,,
2023,KS,Woodson County,4.5,,,,,
2023,KS,Wallace County,3,,,,,
2023,KS,Doniphan County,2.3,,,,,
2023,KS,Jewell County,1.6,,,,,
2023,KY,Perry County,264.5,,"28,470",Roy ,,
2023,KY,McCracken County,199.7,,,,,
2023,KY,Taylor County,193.3,,,,,
2023,KY,Owsley County,188,,,,,
2023,KY,Clark County,173.2,,,,,
2023,KY,Pike County,147.7,,,,,
2023,KY,Clay County,138.7,,,,,
2023,KY,Bell County,109.7,,,,,
2023,KY,Whitley County,109.6,,,,,
2023,KY,Floyd County,104.2,,,,,
2023,KY,Fayette County,101.1,Lexington,"320,154",,,
2023,KY,Wayne County,89.9,,,,,
2023,KY,Boyle County,83.9,,,,,
2023,KY,Boyd County,83.8,,,,,
2023,KY,Clinton County,79.7,,,,,
2023,KY,Hopkins County,79.3,,,,,
2023,KY,Barren County,76.6,,,,,
2023,KY,Warren County,74,,,,,
2023,KY,Martin County,73.8,,,,,
2023,KY,Magoffin County,72.8,,,,,
2023,KY,Laurel County,71.9,,,,,
2023,KY,Daviess County,69.5,,,,,
2023,KY,Johnson County,66.8,,,,,
2023,KY,Wolfe County,63.2,,,,,
2023,KY,Jefferson County,63,Louisville," 623,630 ",,,
2023,KY,Breathitt County,60.8,,,,,
2023,KY,Calloway County,60.7,,,,,
2023,KY,Kenton County,59.6,,,,,
2023,KY,Powell County,59.3,,,,,
2023,KY,Hardin County,57.8,,,,,
2023,KY,Carlisle County,56.7,,,,,
2023,KY,Franklin County,56.5,,,,,
2023,KY,Henderson County,55.6,,"44,032",,,
2023,KY,Rockcastle County,55.2,,,,,
2023,KY,Lawrence County,54.8,,,,,
2023,KY,Montgomery County,54.2,,,,,
2023,KY,Harlan County,53.9,,,,,
2023,KY,Lee County,52.6,,,,,
2023,KY,Harrison County,52.2,,,,,
2023,KY,Knox County,51,,,,,
2023,KY,Rowan County,50.8,,,,,
2023,KY,Ohio County,50.1,,,,,
2023,KY,Pulaski County,49.9,,,,,
2023,KY,Adair County,48.4,,,,,
2023,KY,Cumberland County,47.9,,,,,
2023,KY,Muhlenberg County,45.9,,,,,
2023,KY,Nelson County,45.9,,,,,
2023,KY,Caldwell County,45.1,,,,,
2023,KY,Lyon County,44,,,,,
2023,KY,Union County,42.5,,,,,
2023,KY,Allen County,41.4,,,,,
2023,KY,Knott County,39.9,,,,,
2023,KY,Marion County,39.9,,,,,
2023,KY,Letcher County,36.9,,,,,
2023,KY,Livingston County,36.9,,,,,
2023,KY,Madison County,36.9,,,,,
2023,KY,Russell County,36.4,,,,,
2023,KY,Mason County,35.9,,,,,
2023,KY,Campbell County,35.7,,,,,
2023,KY,Hickman County,35.3,,,,,
2023,KY,Carroll County,35.1,,,,,
2023,KY,Morgan County,33.4,,,,,
2023,KY,Boone County,33.1,,,,,
2023,KY,Leslie County,33.1,,,,,
2023,KY,Scott County,33,,,,,
2023,KY,Fleming County,32.8,,,,,
2023,KY,Christian County,32.6,,,,,
2023,KY,Estill County,31.7,,,,,
2023,KY,Webster County,30.7,,,,,
2023,KY,McCreary County,30.2,,,,,
2023,KY,Grayson County,28.7,,,,,
2023,KY,Green County,28.7,,,,,
2023,KY,Pendleton County,28.7,,,,,
2023,KY,Greenup County,28.2,,,,,
2023,KY,Butler County,28.1,,,,,
2023,KY,Crittenden County,27.7,,,,,
2023,KY,Casey County,26.9,,,,,
2023,KY,Trimble County,26.6,,,,,
2023,KY,Monroe County,26.4,,,,,
2023,KY,Woodford County,25.8,,,,,
2023,KY,Graves County,24.8,,,,,
2023,KY,Garrard County,24.3,,,,,
2023,KY,Marshall County,23,,,,,
2023,KY,Larue County,22.8,,,,,
2023,KY,Shelby County,22.5,,,,,
2023,KY,Breckinridge County,20.8,,,,,
2023,KY,Elliott County,18.7,,,,,
2023,KY,Trigg County,18.7,,,,,
2023,KY,Jessamine County,18.6,,,,,
2023,KY,Logan County,18.4,,,,,
2023,KY,Grant County,17.5,,,,,
2023,KY,Henry County,16.6,,,,,
2023,KY,Carter County,16.1,,,,,
2023,KY,Oldham County,15.3,,,,,
2023,KY,Simpson County,15.3,,,,,
2023,KY,Anderson County,15.2,,,,,
2023,KY,McLean County,14.4,,,,,
2023,KY,Lewis County,14.1,,,,,
2023,KY,Jackson County,14,,,,,
2023,KY,Todd County,14,,,,,
2023,KY,Menifee County,13.6,,,,,
2023,KY,Bourbon County,13.4,,,,,
2023,KY,Metcalfe County,12.5,,,,,
2023,KY,Mercer County,12.4,,,,,
2023,KY,Bullitt County,12,,,,,
2023,KY,Hart County,11,,,,,
2023,KY,Washington County,10.9,,,,,
2023,KY,Lincoln County,10.1,,,,,
2023,KY,Meade County,8,,,,,
2023,KY,Bath County,7,,,,,
2023,KY,Edmonson County,6.9,,,,,
2023,KY,Bracken County,5.7,,,,,
2023,KY,Spencer County,5.3,,,,,
2023,KY,Owen County,4.9,,,,,
2023,KY,Ballard County,3.6,,,,,
2023,KY,Fulton County,3.6,,,,,
2023,KY,Hancock County,3.5,,,,,
2023,KY,Nicholas County,2.6,,,,,
2023,KY,Gallatin County,2.3,,,,,
2023,KY,Robertson County,Data unavailable,,,,,
2023,LA,Caddo Parish,138.7,,,,,
2023,LA,Concordia Parish,124.9,,,,,
2023,LA,Evangeline Parish,92.6,,,,,
2023,LA,Rapides Parish,87.8,,,,,
2023,LA,Iberia Parish,87.7,,,,,
2023,LA,Richland Parish,86.4,,,,,
2023,LA,St. Tammany Parish,86.4,,,,,
2023,LA,Jefferson Parish,84.5,,,,,
2023,LA,East Baton Rouge Parish,80.2,,,,,
2023,LA,St. Landry Parish,79.3,,,,,
2023,LA,Lafayette Parish,77.9,,,,,
2023,LA,Ouachita Parish,76.6,,,,,
2023,LA,East Carroll Parish,73.2,,,,,
2023,LA,Orleans Parish,72.4,,,,,
2023,LA,Claiborne Parish,67.5,,,,,
2023,LA,St. James Parish,63.6,,,,,
2023,LA,Terrebonne Parish,63.3,,,,,
2023,LA,Red River Parish,62.6,,,,,
2023,LA,LaSalle Parish,57.5,,,,,
2023,LA,Bossier Parish,57.3,,,,,
2023,LA,Franklin Parish,55.9,,,,,
2023,LA,Calcasieu Parish,55.5,,,,,
2023,LA,Vernon Parish,45.6,,,,,
2023,LA,Tangipahoa Parish,45.5,,,,,
2023,LA,Allen Parish,43.8,,,,,
2023,LA,Webster Parish,42.1,,,,,
2023,LA,Morehouse Parish,40.5,,,,,
2023,LA,Union Parish,38.6,,,,,
2023,LA,Caldwell Parish,37.5,,,,,
2023,LA,St. Mary Parish,37.1,,,,,
2023,LA,Lafourche Parish,34.9,,,,,
2023,LA,Avoyelles Parish,30.8,,,,,
2023,LA,Washington Parish,30.6,,,,,
2023,LA,Winn Parish,29.8,,,,,
2023,LA,Ascension Parish,29.5,,,,,
2023,LA,Jefferson Davis Parish,27.9,,,,,
2023,LA,Acadia Parish,27.6,,,,,
2023,LA,Beauregard Parish,27.1,,,,,
2023,LA,Lincoln Parish,26.4,,,,,
2023,LA,Sabine Parish,25.6,,,,,
2023,LA,West Baton Rouge Parish,25,,,,,
2023,LA,St. John the Baptist Parish,24.9,,,,,
2023,LA,Tensas Parish,24.2,,,,,
2023,LA,St. Helena Parish,24.1,,,,,
2023,LA,Pointe Coupee Parish,23.3,,,,,
2023,LA,Natchitoches Parish,22.7,,,,,
2023,LA,St. Bernard Parish,21.1,,,,,
2023,LA,Vermilion Parish,18.1,,,,,
2023,LA,Assumption Parish,17.7,,,,,
2023,LA,Plaquemines Parish,16.8,,,,,
2023,LA,West Carroll Parish,16,,,,,
2023,LA,Jackson Parish,15.9,,,,,
2023,LA,Catahoula Parish,15.2,,,,,
2023,LA,West Feliciana Parish,14.7,,,,,
2023,LA,Livingston Parish,14.5,,,,,
2023,LA,St. Martin Parish,13.8,,,,,
2023,LA,East Feliciana Parish,12.5,,,,,
2023,LA,Iberville Parish,10,,,,,
2023,LA,De Soto Parish,8.9,,,,,
2023,LA,St. Charles Parish,6.8,,,,,
2023,LA,Bienville Parish,6.7,,,,,
2023,LA,Madison Parish,6.7,,,,,
2023,LA,Grant Parish,5.6,,,,,
2023,LA,Cameron Parish,4.2,,,,,
2023,MA,Suffolk County,57,,,,,
2023,MA,Hampden County,39.3,,,,,
2023,MA,Bristol County,34.4,,,,,
2023,MA,Berkshire County,31.7,,,,,
2023,MA,Hampshire County,28.6,,,,,
2023,MA,Worcester County,27,,,,,
2023,MA,Barnstable County,25,,,,,
2023,MA,Norfolk County,23.2,,,,,
2023,MA,Franklin County,22.8,,,,,
2023,MA,Plymouth County,21.5,,,,,
2023,MA,Essex County,21.3,,,,,
2023,MA,Middlesex County,20.1,,,,,
2023,MA,Dukes County,14.2,,,,,
2023,MA,Nantucket County,8.4,,,,,
2023,MD,Talbot County,100,,,,,
2023,MD,Allegany County,73.3,,,,,
2023,MD,Washington County,72.8,,,,,
2023,MD,Baltimore city,62.1,,,,,
2023,MD,Wicomico County,55.6,,,,,
2023,MD,Kent County,52.1,,,,,
2023,MD,Frederick County,44.1,,,,,
2023,MD,Calvert County,36.4,,,,,
2023,MD,Anne Arundel County,35.2,,,,,
2023,MD,Garrett County,34.8,,,,,
2023,MD,Harford County,31.5,,,,,
2023,MD,Baltimore County,30.7,,,,,
2023,MD,Carroll County,29.1,,,,,
2023,MD,Charles County,28.8,,,,,
2023,MD,St. Mary's County,26.9,,,,,
2023,MD,Howard County,26.3,,,,,
2023,MD,Worcester County,22.6,,,,,
2023,MD,Dorchester County,22.5,,,,,
2023,MD,Montgomery County,22.1,,,,,
2023,MD,Caroline County,20.7,,,,,
2023,MD,Prince George's County,18.8,,,,,
2023,MD,Cecil County,18.5,,,,,
2023,MD,Queen Anne's County,14.1,,,,,
2023,MD,Somerset County,5,,,,,
2023,ME,Kennebec County,52,,,,,
2023,ME,Aroostook County,48.7,,,,,
2023,ME,Cumberland County,41.6,,,,,
2023,ME,Penobscot County,36.8,,,,,
2023,ME,Washington County,33.2,,,,,
2023,ME,Hancock County,32.5,,,,,
2023,ME,Androscoggin County,32.3,,,,,
2023,ME,Knox County,26.6,,,,,
2023,ME,Lincoln County,25.8,,,,,
2023,ME,Franklin County,25.2,,,,,
2023,ME,Waldo County,24.5,,,,,
2023,ME,Somerset County,23.9,,,,,
2023,ME,Sagadahoc County,23.8,,,,,
2023,ME,York County,21.8,,,,,
2023,ME,Piscataquis County,19.4,,,,,
2023,ME,Oxford County,18.6,,,,,
2023,MI,Otsego County,97.8,,,,,
2023,MI,Emmet County,90.2,,,,,
2023,MI,Grand Traverse County,75.6,,,,,
2023,MI,Saginaw County,75.4,,,,,
2023,MI,Ingham County,70.2,,,,,
2023,MI,Genesee County,67.4,,,,,
2023,MI,Crawford County,65.4,,,,,
2023,MI,Washtenaw County,63.2,,,,,
2023,MI,Oakland County,62,,,,,
2023,MI,Kalamazoo County,61.3,,,,,
2023,MI,Wexford County,56.8,,,,,
2023,MI,Muskegon County,56.4,,,,,
2023,MI,Mackinac County,53.7,,,,,
2023,MI,Kent County,53.5,,,,,
2023,MI,Mecosta County,53.4,,,,,
2023,MI,Marquette County,52.8,,,,,
2023,MI,Bay County,51.7,,,,,
2023,MI,Alger County,51.3,,,,,
2023,MI,Alpena County,50.8,,,,,
2023,MI,Ogemaw County,50.3,,,,,
2023,MI,St. Clair County,50.2,,,,,
2023,MI,Midland County,49.4,,,,,
2023,MI,Gogebic County,48.1,,,,,
2023,MI,Manistee County,47.9,,,,,
2023,MI,Wayne County,47.5,,,,,
2023,MI,Delta County,47.4,,,,,
2023,MI,Roscommon County,47.2,,,,,
2023,MI,Calhoun County,46.7,,,,,
2023,MI,Macomb County,46.6,,,,,
2023,MI,Iron County,44.8,,,,,
2023,MI,Monroe County,44.3,,,,,
2023,MI,Luce County,43.9,,,,,
2023,MI,Iosco County,41,,,,,
2023,MI,Tuscola County,40.2,,,,,
2023,MI,Montcalm County,39.9,,,,,
2023,MI,Mason County,38.1,,,,,
2023,MI,Schoolcraft County,37.8,,,,,
2023,MI,Newaygo County,37.3,,,,,
2023,MI,Huron County,36,,,,,
2023,MI,Berrien County,35.9,,,,,
2023,MI,Jackson County,34.5,,,,,
2023,MI,Ontonagon County,34.5,,,,,
2023,MI,Chippewa County,34.2,,,,,
2023,MI,Isabella County,32.8,,,,,
2023,MI,Clare County,32.4,,,,,
2023,MI,Charlevoix County,32,,,,,
2023,MI,Shiawassee County,31.8,,,,,
2023,MI,Alcona County,31.5,,,,,
2023,MI,Benzie County,31.5,,,,,
2023,MI,Antrim County,31.2,,,,,
2023,MI,Cheboygan County,30.3,,,,,
2023,MI,Lapeer County,30,,,,,
2023,MI,Dickinson County,29.5,,,,,
2023,MI,Houghton County,29.5,,,,,
2023,MI,Van Buren County,29,,,,,
2023,MI,Lenawee County,28.6,,,,,
2023,MI,Hillsdale County,26.8,,,,,
2023,MI,Ottawa County,26.4,,,,,
2023,MI,Branch County,25.7,,,,,
2023,MI,Eaton County,25.3,,,,,
2023,MI,St. Joseph County,25.2,,,,,
2023,MI,Gratiot County,25,,,,,
2023,MI,Montmorency County,24.1,,,,,
2023,MI,Arenac County,24,,,,,
2023,MI,Ionia County,24,,,,,
2023,MI,Kalkaska County,23.4,,,,,
2023,MI,Oscoda County,23.2,,,,,
2023,MI,Oceana County,23.1,,,,,
2023,MI,Baraga County,22.3,,,,,
2023,MI,Livingston County,21.1,,,,,
2023,MI,Clinton County,21,,,,,
2023,MI,Barry County,18.6,,,,,
